0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-17.306252,-57.808903,22.059181,-5.74,12.368102,-3.4805353,-2.9126475,-2.7959268,-14.9036455,1.4317322,-8.436567,-12.061902,6.366132,-5.6579685,-3.7640603,-5.7582994,-3.4114664,-1.0787927,-0.917913,-1.1133133,-0.3508114,1.486812,4.7805495,-1.761379,-4.1366525,-8.727364,2.41187,2.2819831,3.2855,-9.231537,-4.0117154,-4.3292894,-2.6136558,9.92977,-0.36673614,9.337226,-3.8198152,-4.239564,3.8627715,-3.4727623,-2.8648353,-4.516993,-1.3023431,-0.27621484,4.474894,-1.8154756,-2.7516701,-1.822715,0.52993613,-0.35994256
-75.5799,-32.498806,-10.992372,-4.804095,-5.8028846,6.4882603,5.9368343,-2.9848256,-9.069805,-3.977799,-1.3904257,-11.317091,8.208925,-3.1572568,2.99371,-2.999774,3.04673,-1.1481327,2.0052273,0.46798515,-2.0227566,-1.8365657,2.8014252,-4.735631,0.39739564,-3.491966,-0.38700256,-0.5882044,2.4564314,-3.5487292,-0.64206284,-1.1258594,-0.70921487,6.3560147,3.7813885,0.33014494,-6.3296695,3.7121363,1.7673472,-2.3676012,-6.7880077,3.1155763,-2.9165335,-1.6572485,2.929299,0.06911874,-1.2209895,-2.5192897,4.311114,1.5867289
99.86059,-102.64701,77.51915,-6.180201,41.655315,-23.697655,-13.703872,0.4873608,-16.74563,12.781136,-34.74589,-14.133667,13.219778,-14.681307,-25.885714,-7.119783,-15.846266,-6.1718445,-11.376173,2.3879344,2.0177808,-2.9734774,-3.2111201,3.2207756,-32.59928,-20.698278,6.828594,-10.630328,10.035672,-11.636361,-5.611003,-18.384102,-16.935974,26.091894,6.0670495,29.222467,-5.6333823,1.5294687,9.214856,-0.09378416,-13.103991,1.3635508,-4.961064,-0.8276073,7.964067,-17.353466,-2.113192,3.3142278,-3.1445646,3.78196
-58.299747,-35.385975,-1.8576407,-3.5266402,-7.861851,6.222326,5.213443,-1.3598645,-5.684728,-4.118343,0.4915295,-6.867268,3.1991174,-2.2433226,0.371061,-0.8419114,3.6033561,-1.7911029,1.723655,0.27763984,-1.534822,-2.511553,-1.0167106,-6.11093,-1.4883165,-3.8186445,1.3705158,1.153328,3.9707963,-3.1947103,0.17740095,-3.6835618,-1.8103144,2.66446,0.95567906,2.77531,-4.79619,-1.8215,6.140665,-1.3805987,-6.0842123,4.984096,0.08611502,0.9259787,-1.5274608,2.3278823,1.8627344,-0.3830961,3.4047117,1.9937171
-45.159283,-43.810013,3.9288218,-3.2332468,1.2625114,1.560483,5.747543,-0.43895003,-7.667697,0.43570805,-1.5554745,-11.89348,7.0883036,-6.3880396,0.6545465,-4.254441,2.8639462,-1.302821,1.174947,0.4691806,-0.21677755,-2.7998297,2.4022744,-5.966936,-3.524177,-5.0557876,2.7226377,0.35497302,4.5214386,-3.4769604,-0.99374616,-3.109221,-1.3984189,5.8145533,3.9892802,6.4704685,-7.419042,4.906999,7.311316,-3.4400828,-7.474896,3.875186,-0.16315426,-0.8994519,-1.7893056,-0.16169298,-1.0997621,-0.33745682,5.2921834,3.7707307
-66.4472,-37.825203,-3.4703844,-1.0429355,-3.12929,5.528948,-0.2566271,-5.6982284,-10.444729,-4.6016493,-3.468794,-3.9692607,3.382826,-2.6406715,-0.9290875,-1.3484809,-2.6002052,1.2746907,1.30694,-0.37229952,-2.3535247,0.9373732,2.319783,-4.437491,-2.0745904,-5.838298,2.2386785,2.6651742,2.4942758,-4.4101295,-0.7911205,-4.1456933,-1.0532484,3.826806,-1.2015685,5.4066963,-3.2132487,-1.5995684,4.3733554,-3.008889,-5.5995893,0.3633979,0.8238334,-0.09644046,0.67274296,1.9553164,0.70931166,1.3903002,2.463897,2.325175
38.158485,-73.31408,47.05957,1.8245959,20.991795,-11.709099,-6.366514,1.3364776,-12.198647,8.939313,-14.803897,-1.4047,2.1099875,-10.13289,-13.24439,-4.7827506,-11.28835,2.98517,-8.110051,-0.19937736,2.2134109,3.3004844,-0.25167164,1.6252521,-16.406046,-17.8467,10.036074,0.08518538,9.015369,-13.149771,-1.467823,-15.776319,-7.936494,6.3783984,-10.960248,26.16814,-9.231009,-8.699356,27.250652,-16.085556,-13.829461,-4.2792444,22.344738,3.849814,-5.393112,2.1073709,-7.352543,12.390382,15.101003,27.20436
26.514084,-63.283375,33.415268,-9.87885,4.260412,-4.7338476,11.6031065,2.1705108,-1.4302434,6.9533052,-29.742012,-20.658335,19.805426,-12.229556,-11.208662,-11.950662,7.166631,-7.236493,0.49219373,13.168997,4.228352,10.267416,3.2894247,19.392418,-9.5354805,-5.412398,1.3659151,-4.8822427,5.561882,-10.250778,-7.1916294,-14.620993,-8.156569,15.118401,1.984199,9.387002,-4.163863,-3.4860964,-1.1540073,0.30634555,-2.6917412,-11.356127,-5.577964,3.7384946,11.898214,-3.3522413,-3.2058892,1.5874925,0.5139186,5.4721427
-71.759514,-37.120735,-6.540733,-5.2811093,-5.2097263,9.929645,6.7156224,-5.455511,-5.196882,-6.8027544,-0.21889949,-1.3497566,0.90000445,0.42297277,1.8597459,-0.7659997,-0.7891602,1.8853639,3.9153726,-0.60914034,-2.2355661,-0.65415764,3.9365172,-6.578716,4.824099,1.6226671,-0.25535882,1.1512539,-1.5186604,-3.177905,-1.3295987,-0.33558893,1.2357827,2.1132505,0.5584065,-4.9989805,-0.50879514,-1.5328778,-1.2875141,3.643008,0.13747527,-3.5617406,-4.5648856,0.9885417,2.8572285,-0.57479024,-0.97398037,1.9071039,-0.0857423,0.30621168
-87.51075,-31.741358,-12.946453,-0.9445555,-9.131919,14.351928,2.3298872,-8.5492735,-3.5117192,-11.29406,5.841248,3.1418164,-3.3468552,2.8678167,5.163531,0.7551749,-0.39350912,1.554238,2.264541,-3.0008078,-4.830685,-0.10415317,2.9092462,-5.0777116,4.9109426,0.39021996,0.484108,-0.22495313,-3.9742627,-0.39202937,2.6694465,-2.0735123,3.7670155,-0.7533307,0.775064,-4.5823874,0.13149855,-0.9887025,-1.8588293,-0.38241252,-0.46371126,1.1233325,-2.418438,-0.44954452,-2.2459836,1.4975979,1.0911429,1.0584689,0.6886732,1.8468689
-94.32848,-30.36181,-15.849368,-4.8305187,-5.1430492,12.005518,1.8120557,-7.306275,-6.8803263,-10.291543,6.7666373,-3.60437,1.0747229,1.7770487,7.3015614,-0.36477318,0.6162569,1.9357443,4.1965547,-3.7571971,-4.032473,0.19155121,6.5070477,-5.481101,6.805624,-0.2805576,-1.0253236,1.0903918,-2.4730222,-1.6373649,0.5157235,-0.4605055,3.6034312,2.5804703,1.3957518,-4.461034,0.23346168,0.73980564,-3.2084136,-0.84131646,-0.65421045,-0.47224665,-3.6185203,-1.546972,2.1401317,0.7802361,-0.025329087,-0.85373735,-0.7942384,-1.1552095
-87.45298,-32.095036,-12.114059,-4.261901,-5.41902,11.70422,2.009814,-6.565916,-6.432358,-9.871146,8.142228,-1.0767982,-0.7126715,2.1716921,6.7332773,0.4061754,-0.098191716,2.8280668,3.9636562,-3.6539285,-4.177688,0.94697815,5.493588,-5.541218,7.112618,-0.29608274,-0.006691098,1.4003658,-2.246657,-1.324225,1.7168199,-0.10335703,3.2528467,0.2894479,-0.76725405,-3.6335633,0.15477493,-0.47917587,-1.1360337,-0.98506814,0.11320055,0.7579066,-1.8924686,-1.601315,0.30523258,1.4100417,-0.9321799,-1.2284648,1.048366,0.77784103
-48.968723,-33.243828,-5.8914824,-8.030543,-17.109451,13.732844,28.708408,2.6035404,15.072585,-7.4190397,3.718821,-14.97369,8.703974,-1.6253698,11.719916,-3.6209161,8.898795,3.9527156,7.2526107,-0.20964816,2.1870406,1.0260397,0.8533007,-8.729264,10.217678,3.8748746,1.6285324,-10.547152,-3.827599,7.0066676,-5.98209,5.3291535,-8.500718,8.593649,-1.7520936,-0.15636975,-1.0093693,5.531122,-4.862689,-2.441816,-0.39589643,1.8892008,-4.753288,4.5989265,2.6811912,-0.31381303,-11.104307,-6.0940766,0.23703057,-2.1248379
-49.43578,-31.12882,-1.9012787,-4.5961537,-32.602207,20.4648,30.224268,1.0043424,18.17217,-13.592056,4.288095,-1.0996206,-1.0215261,2.3455644,7.1967754,0.9041556,9.059247,1.6881865,7.3860035,-0.72292227,1.1562891,1.8449373,-7.61223,-8.557128,8.63336,4.664918,1.7885209,-9.001875,-2.2347293,6.171033,-1.97184,2.8511586,-9.351777,4.223209,-7.8200254,-1.1859161,0.23963279,-7.352396,-2.2307813,-0.027084216,1.1875291,7.769605,-3.9384885,8.466139,-1.0830044,2.9103413,-3.0671535,-2.798568,-1.0331738,0.44593057
-70.01985,-31.240376,-11.4324045,-8.210921,-14.018265,12.1960125,19.249613,-1.8776603,4.0944805,-5.913355,-0.86611444,-9.282968,8.479318,0.7162708,8.286466,-2.0256364,5.124934,2.1089532,7.0366263,0.71930236,-1.0824708,-1.6449524,2.068335,-8.404936,9.573302,3.801379,-1.0676872,-5.0212626,-2.8999376,0.9712569,-6.0559125,2.22655,-1.1935431,6.912471,0.6552772,-6.317362,-1.7588799,1.9451624,-5.7835584,0.89152616,-3.154658,-4.0027018,-3.847465,2.6393528,5.1509924,0.41175783,-4.107513,-3.9662724,-0.11562247,-2.313739
-72.674866,-33.99944,-8.328948,-2.5132027,-11.048036,9.616749,4.445525,-5.0607023,-9.562953,-6.6727157,-1.5475442,0.06635758,-0.22146025,-0.9947163,-1.1164876,-0.35205838,-2.4814692,3.2581987,1.7755558,-0.5347953,-1.6365418,1.4758279,1.6303487,-5.3833175,1.3332797,-3.1016085,2.2728138,3.2879717,3.431629,-5.549546,-0.026468817,-2.3166523,-1.8785284,1.558172,-4.3981333,1.6471128,-2.3589594,-4.273092,4.0446334,-0.14532802,-5.0382113,-0.34029013,0.538385,2.802595,0.64985645,2.5861273,0.09677472,2.2959683,3.3816488,6.098218
-29.466206,-46.737324,14.700274,-3.0006897,-9.877506,6.199614,11.624091,0.86513454,-6.9989204,-3.0748274,-4.555,0.3037715,-3.2380981,-2.2102363,-4.3521028,-1.4832183,0.009740982,0.4609506,0.50246567,-0.63426936,0.23861198,-0.5369551,-2.2561688,-7.657438,-1.107227,-3.6286767,4.7161255,4.96708,7.5593715,-7.6204495,-0.50909305,-2.3364449,-6.879757,1.7309555,-6.6293526,6.4405174,-2.9051306,-8.856023,9.961546,-1.396921,-5.1597123,2.488268,2.79793,5.2008142,-3.7751682,-0.17103864,-0.16322798,-0.05514389,2.2496428,4.1488557
-87.88103,-30.370731,-15.129158,-3.838513,-11.476637,10.753692,6.5081654,-5.1473064,-8.12895,-6.8473635,1.1787366,-4.6734433,1.845748,-1.1646241,1.7169114,-1.1425078,0.39823884,0.43892887,1.5458877,-1.0426066,-2.0668263,-1.9287505,2.1903813,-6.930788,2.7051947,-0.6755875,1.145128,3.1044896,1.1604825,-3.5023866,-0.61429447,-1.9705881,-1.0929112,2.020498,0.87737906,0.58246756,-1.7698103,0.5061741,1.639093,1.2443868,-5.778059,2.3864076,-1.6892815,1.5549734,-1.259389,0.07903463,1.6028498,1.0028121,2.5358193,3.7139225
-15.2696905,-53.59333,19.556705,-7.4754453,-5.1878066,4.7195168,-0.8051093,-2.4455388,-12.189674,-2.731514,-1.7462736,8.221463,-5.9580555,0.60594636,-4.97132,1.8366817,-3.000041,4.5715117,0.16928652,-2.4717221,-0.7934345,2.9133854,2.3406777,-4.131692,1.0859121,0.050878536,3.9240348,6.3521924,4.451777,-6.841034,2.4592178,1.1627187,-4.5747943,0.9735693,-3.9241304,-0.3781338,1.8634608,-6.041599,-0.1701353,-0.320853,6.080102,3.352539,-0.17512082,0.75384307,2.2896035,0.45193127,2.5967402,-4.328849,-5.086112,-1.5801339
-28.774405,-52.392345,17.203957,-5.8305693,2.8848875,2.9408298,1.0823492,-2.136306,-14.8077755,2.794063,0.6187068,3.4525547,-6.876563,-3.696724,-3.5598543,-2.6070712,-3.2813616,3.0323806,-4.315646,-4.3643923,3.1534064,0.6616588,6.432417,-3.9148417,3.8582804,-2.1638505,5.381382,10.599492,2.3081095,-8.537975,2.352834,3.0335178,-2.5272698,-0.7302704,-2.5246596,5.468797,1.2293656,-1.0110102,0.71982676,-5.000848,8.731265,-3.486363,5.2632546,0.3014283,-1.7472402,1.2028426,-0.29706827,-1.9694707,-3.3416312,-4.7154202
17.79142,-68.27902,40.57862,-6.4390683,11.14105,-2.5950272,0.085943475,1.2704315,-19.174755,8.810675,1.4189092,7.1553345,-13.281041,-5.7884707,-6.889506,-4.4552636,-5.40685,4.704347,-7.3813715,-7.2051206,6.301656,2.498349,7.5223947,-2.9168286,3.0752869,-3.467834,9.331962,14.874996,4.3308344,-10.704869,5.3566456,5.839852,-5.157564,-4.8422303,-4.4813066,9.593848,1.4928621,-0.67566323,4.654352,-8.644214,13.594227,-6.4990582,10.710994,-0.014821051,-5.831022,0.0038748248,-1.9243684,-2.6274636,-5.4352674,-5.6480746
-61.708454,-41.257057,-1.3477062,-2.1451175,-5.6699305,8.424473,-0.18782812,-6.7277784,-9.354132,-4.3412714,-1.2902994,2.1404886,-0.53714305,-2.0092328,-2.7510252,0.20361143,-0.88934374,-0.8050393,-3.2477486,-0.25485796,-1.5070338,-3.115648,3.8048,-3.5012167,-6.5804005,-3.847828,3.735054,2.7312274,0.8226171,-3.5690944,6.719607,-1.8536654,-2.0796318,2.8807325,8.989681,5.473928,-2.5082338,7.68741,2.9342053,-5.0711527,8.085208,10.833882,-2.8204532,-1.7802612,-2.1654565,0.73433954,2.0864851,1.2059033,-3.5171309,-1.5771314
-36.51073,-49.03338,12.301253,-5.625932,-3.7918656,7.42012,1.4353714,-4.804169,-9.177733,-2.5902336,-2.3487918,2.0389752,-2.3551471,-0.501823,-1.8728275,-1.6364253,1.9040552,0.76384556,0.05232998,1.1083272,0.5795719,6.0625095,7.25148,5.3256855,2.8490295,-0.72848976,1.2531176,9.040989,0.23919432,-4.395142,4.370264,-2.8291047,-1.4415925,-1.0126412,0.05408791,3.0869076,2.8425446,-1.2778687,-0.79404896,0.10527836,7.191401,3.5978932,-2.623799,-1.6832578,-0.6241379,0.16323327,2.6362402,-2.3837242,-4.7244477,-1.0110183
190.57506,-124.62735,120.698105,-15.125931,46.916702,-24.76628,2.4764273,16.972857,-15.8533745,28.499763,7.3948402,-15.060587,-13.754941,-4.246766,-13.215602,-1.0096245,6.956745,-17.498291,-14.662636,-11.093872,11.752305,-24.479025,-1.7613512,-12.577969,1.8889288,5.284975,-8.961318,25.39375,4.952782,2.7280264,10.1032505,5.4310164,-10.262505,-14.323551,16.882664,10.491139,20.652323,26.031527,4.6238465,52.093304,-1.6193541,52.93656,-29.652075,-10.798584,-10.5555,-15.797309,38.944527,-5.7318573,-16.195606,-8.610937
-32.251637,-53.751095,17.667805,-0.25668132,-2.2602253,7.7455983,-1.2710512,-7.4411144,-9.606794,-3.8928337,-2.9004781,9.471849,-9.689059,1.2349207,-6.1555414,1.1202672,-3.2333212,-0.43999168,-4.5005774,-3.7527034,-1.1888945,-1.7940323,0.47799987,-5.5150104,-0.08603151,-1.2635092,2.9457057,4.9705954,-0.08870739,-4.655358,2.728585,-3.1348865,0.4434394,-1.6807661,1.6946528,0.6727362,3.4383516,-2.2278545,-4.1555305,1.4566205,4.235924,1.5244554,-1.3616976,0.82124263,-5.234601,2.3803508,6.2856574,2.6589384,-4.6189647,0.46922672
